source_row_id,sequence,label,split,split_seed
384,CC(C)C[C@H](NC(N)C[C@H](NC(N[C@@H](CCC(=O)O)C(=O)O)[C@@H]1CCCN1C(N[C@@H](CCC(N[C@@H](CCC(=O)O)C(=O)O)N[C@@H](CC(N)=O)C(=O)O)C(N[C@@H](C)C(=O)O)N[C@@H](CCC(=O)O)C(=O)O)[C@@H](N)CCCCN)C(N[C@@H](CCC(=O)O)C(=O)O)N[C@@H](Cc1cnc[nH]1)C(=O)O)C(=O)O,0,train,42
385,CSCC[C@H](NC(O)[C@@H]1CCCN1C(C[C@H](N)C(N[C@@H](C)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)N1CCC[C@H]1C(N[C@@H](CCCNC(=N)N)C(=O)O)N1CCC[C@H]1C(=O)O)C(=O)O,0,train,42
386,CC(C)C[C@H](NC(CNC(C[C@H](N)C(N[C@H](C(=O)O)C(C)O)N1CCC[C@H]1C(=O)O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)C(=O)O,0,train,42
387,CCC(C)[C@H](NC(N[C@@H](Cc1ccc(N[C@@H](CS)C(=O)O)cc1)C(N[C@@H](CO)C(=O)O)N[C@@H](CC(=O)O)C(=O)O)[C@H](C)NC(N[C@@H](CS)C(N[C@@H](C(C)C)C(N[C@@H](CO)C(=O)O)N[C@@H](CS)C(=O)O)N[C@@H](CS)C(NCC(=O)O)N[C@@H](CC(C)C)C(=O)O)[C@@H](NC(CN)N1CCC[C@H]1C(N[C@@H](CN[C@H](C(=O)O)C(C)O)C(N[C@@H](C)C(=O)O)N[C@@H](CC(C)C)C(=O)O)N[C@@H](CCC(N[C@@H](CS)C(O)N[C@@H](CC(N)=O)C(=O)O)N1CCC[C@H]1C(N[C@@H](CS)C(=O)O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(N[C@H](C(=O)O)C(C)C)N[C@H](C(=O)O)C(C)O)C(C)CC)C(N[C@@H](CCCCN)C(=O)O)N[C@H](C(=O)O)C(C)C,0,train,42
388,CC(C)C[C@H](NC(N[C@@H](Cc1ccccc1)C(=O)O)[C@H](CN[C@@H](CC(=O)O)C(=O)O)NC(C[C@H](NC(NCC(N[C@@H](CO)C(=O)O)N[C@@H](CO)C(=O)O)[C@H](C)N)C(N[C@@H](C)C(O)N[C@@H](CCCNC(=N)N)C(=O)O)N1CCC[C@H]1C(NCC(=O)O)N[C@H](C(=O)O)C(C)C)N[C@@H](CC(N[C@@H](C)C(=O)O)N[C@@H](CCC(=O)O)C(=O)O)C(NCC(=O)O)NCC(=O)O)C(=O)O,0,test,42
389,CCC(C)[C@H](NC(CN)N[C@@H](CC(C)C)C(N[C@@H](C(C)N[C@@H](CCCCN)C(=O)O)C(N[C@@H](CCC(=O)O)C(=O)O)N[C@@H](CC(C)C)C(=O)O)N[C@@H](CCC(N)N[C@@H](CCC(N[C@H](C(=O)O)C(C)C)N[C@H](C(=O)O)C(C)O)C(NCC(=O)O)N[C@H](C(=O)O)C(C)CC)C(N[C@@H](CC(C)C)C(=O)O)N[C@@H](CCCCN)C(N[C@@H](CO)C(=O)O)N[C@@H](CCC(N)=O)C(=O)O)C(N[C@@H](C(C)CC)C(NCC(=O)O)N[C@@H](C)C(=O)O)N[C@@H](CCCCN)C(NCC(=O)O)N[C@@H](CC(C)C)C(=O)O,0,train,42
390,CSCC[C@H](NC(N[C@@H](CC(N)N[C@@H](CCCCN)C(=O)O)C(N[C@@H](CO)C(=O)O)N[C@H](C(=O)O)C(C)C)[C@H](CC(N)N1CCC[C@H]1C(N[C@@H](C)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)NC(N[C@@H](CCCNC(=N)N)C(N[C@@H](CCC(N)N[C@@H](Cc1c[nH]c2ccccc12)C(N[C@@H](CS)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)C(N[C@@H](Cc1ccccc1)C(=O)O)N[C@@H](C)C(O)N[C@@H](CO)C(=O)O)N[C@@H](CC(C)C)C(N[C@@H](CCCNC(=N)N)C(N[C@@H](CO)C(=O)O)N[C@@H](CO)C(=O)O)N[C@@H](CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](CC(N)=O)C(=O)O)[C@@H](N)CCSC)C(NCC(=O)O)N[C@H](C(=O)O)C(C)O,0,train,42
391,CCC(C)[C@H](NC(N[C@@H](CC(N[C@@H](CO)C(=O)O)N[C@H](C(=O)O)C(C)C)C(NCC(=O)O)N[C@@H](CO)C(=O)O)[C@@H](NC(N[C@@H](C(C)N[C@@H](CCCNC(=N)N)C(NCC(=O)O)N[C@@H](CCCCN)C(=O)O)C(NCC(N[C@@H](CCC(N)=O)C(=O)O)N[C@H](C(=O)O)C(C)CC)N[C@@H](C(C)C)C(N[C@@H](CC(C)C)C(=O)O)N[C@H](C(=O)O)C(C)O)[C@@H](NC(N[C@@H](CCCCN)C(N[C@@H](C(C)CC)C(NCC(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CC(=O)O)C(=O)O)N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)N[C@@H](C)C(N[C@@H](C)C(NCC(=O)O)N[C@@H](CC(C)C)C(=O)O)N[C@@H](CCCCN)C(N[C@@H](CCC(N)=O)C(=O)O)N[C@@H](CC(C)C)C(=O)O)[C@@H](N)CCSC)C(C)N[C@@H](CCCNC(=N)N)C(N[C@@H](C)C(N[C@@H](C(C)N[C@@H](CO)C(=O)O)C(N[C@@H](C)C(=O)O)N[C@@H](CC(=O)O)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CCCNC(=N)N)C(N[C@@H](CCC(N)=O)C(=O)O)N[C@H](C(=O)O)C(C)O)C(C)N[C@@H](CC(C)C)C(N[C@@H](C)C(=O)O)N[C@@H](CCC(N)=O)C(=O)O)C(N[C@@H](CC(=O)O)C(=O)O)N[C@@H](CC(C)C)C(=O)O,0,train,42
392,CC(C)C[C@H](NC(N[C@@H](Cc1ccccc1)C(=O)O)[C@H](CC(N[C@@H](Cc1cnc[nH]1)C(=O)O)N[C@H](C(=O)O)C(C)C)NC(C)[C@H](N)C(N[C@@H](C(C)C)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)N[C@@H](CC(=O)O)C(=O)O)C(=O)O,0,train,42
393,CC(C)[C@H](NC(CNC(N[C@H](C(=O)O)C(C)O)[C@@H](N)Cc1ccc(NCC(N2CCC[C@H]2C(=O)O)N2CCC[C@H]2C(=O)O)cc1)N[C@@H](Cc1ccccc1)C(=O)O)C(=O)O,0,test,42
394,C[C@H](NC(N)CC[C@H](N)C(N[C@@H](CN[C@@H](CC(N)=O)C(=O)O)C(=O)O)N[C@@H](CCCCN)C(NCC(=O)O)N[C@@H](CO)C(=O)O)C(NCC(=O)O)N[C@@H](CCC(N)=O)C(=O)O,0,val,42
395,CCC(C)[C@H](NC(N[C@@H](CO)C(=O)O)[C@H](C)NC(N[C@@H](C(C)C)C(N[C@@H](CS)C(=O)O)N[C@@H](CCCCN)C(=O)O)[C@H](CC(C)C)NC(N[C@@H](CCCCN)C(N[C@@H](CC(N)N[C@@H](CS)C(=O)O)C(=O)O)N[C@@H](CCCCN)C(NCC(=O)O)N[C@@H](CC(=O)O)C(=O)O)[C@H](CC(C)C)NC(CN)N[C@@H](CC(C)C)C(NCC(N[C@@H](CCCCN)C(N[C@@H](CO)C(=O)O)N[C@@H](CC(=O)O)C(=O)O)N[C@@H](Cc1cnc[nH]1)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](CC(C)C)C(=O)O)N[C@@H](CN[C@@H](CCCCN)C(N[C@@H](C)C(=O)O)N[C@H](C(=O)O)C(C)C)C(NCC(N[C@@H](CCSC)C(=O)O)N[C@@H](CC(C)C)C(=O)O)N[C@@H](C(C)C)C(N[C@@H](CO)C(=O)O)N[C@H](C(=O)O)C(C)C)C(=O)O,0,train,42
396,CCC(C)[C@H](NC(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H]1CCCN1C([C@H](Cc1ccc(N[C@@H](CCCCN)C(NCC(=O)O)N[C@@H](CO)C(=O)O)cc1)NC(CN)N[C@@H](CCCNC(=N)N)C(N[C@@H](CC(N)=O)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)N1CCC[C@H]1C(=O)O)C(=O)O,0,train,42
397,CCC(C)[C@H](NC(N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@H](CC(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1cnc[nH]1)C(=O)O)NC(N[C@@H](C)C(N[C@@H](CC(N)=O)C(=O)O)N[C@@H](CC(C)C)C(=O)O)[C@H](CCCCN)NC([C@H](Cc1ccc(N2CCC[C@H]2C(NCC(N[C@@H](C)C(=O)O)N[C@@H](CC(C)C)C(=O)O)N2CCC[C@H]2C(N[C@@H](CO)C(=O)O)N[C@@H](Cc2ccccc2)C(=O)O)cc1)NC([C@H](C)N)N1CCC[C@H]1C(N[C@@H](CN[C@@H](C)C(=O)O)C(N[C@@H](CCC(N)=O)C(=O)O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)N[C@@H](CCC(N[C@@H](CCC(=O)O)C(=O)O)N1CCC[C@H]1C(O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(N[C@@H](CCC(=O)O)C(=O)O)N[C@H](C(=O)O)C(C)CC)N1CCC[C@H]1C(N[C@@H](C)C(N[C@H](C(=O)O)C(C)C)N[C@H](C(=O)O)C(C)O)N[C@@H](CN[C@@H](CCCNC(=N)N)C(=O)O)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CCC(N)=O)C(=O)O)C(=O)O,0,train,42
398,CC(C)C[C@H](NC(N[C@@H](Cc1cnc[nH]1)C(=O)O)[C@@H](NC(N[C@@H](CN[C@@H](CC(C)C)C(NCC(=O)O)N[C@@H](C)C(=O)O)C(N[C@@H](CCC(N)=O)C(=O)O)N[C@@H](CNCC(=O)O)C(N[C@H](C(=O)O)C(C)O)N1CCC[C@H]1C(=O)O)[C@H](CN[C@@H](CC(C)C)C(NCC(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@H](C(=O)O)C(C)O)N[C@@H](CCCCN)C(N[C@@H](CC(=O)O)C(=O)O)N[C@H](C(=O)O)C(C)C)NC(N[C@@H](CC(N)N[C@@H](CS)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](CC(C)C)C(=O)O)C(N[C@@H](C(C)C)C(N[C@@H](CCC(N)=O)C(=O)O)N[C@H](C(=O)O)C(C)O)N[C@@H](CC(C)C)C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)N1CCC[C@H]1C(=O)O)[C@@H](N)CS)C(C)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,0,train,42
399,CSCC[C@H](NC[C@H](NC(N[C@@H](CCC(N)=O)C(=O)O)[C@@H](N)CCC(N)N1CCC[C@H]1C(N[C@@H](CC(=O)O)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)C(=O)O,0,train,42
400,CC(C)C[C@H](NC(N[C@@H](CO)C(=O)O)[C@@H](NC(N[C@@H](C)C(NCC(=O)O)N[C@@H](CCC(N)=O)C(=O)O)[C@H](C)NC(N[C@@H](CC(C)C)C(NCC(O)N[C@@H](CS)C(=O)O)N[C@@H](CCCCN)C(=O)O)[C@H](Cc1ccccc1)NC(CN)N[C@@H](Cc1ccccc1)C(N[C@@H](CC(N)N[C@@H](Cc1ccccc1)C(N[C@@H](CC(N)=O)C(=O)O)N[C@@H](CC(C)C)C(=O)O)C(N[C@@H](C)C(N[C@@H](C)C(=O)O)N[C@@H](Cc1cnc[nH]1)C(=O)O)N[C@@H](CCCCN)C(N[C@@H](CO)C(=O)O)N[C@@H](CS)C(=O)O)N[C@@H](CC(C)C)C(N[C@@H](CCCCN)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CC(C)C)C(=O)O)N[C@@H](CC(N)N[C@@H](CCCCN)C(=O)O)C(N[C@@H](CO)C(=O)O)N[C@@H](CC(C)C)C(=O)O)C(C)N[C@@H](CCCCN)C(=O)O)C(=O)O,0,val,42
401,CCC(C)[C@H](NC(N[C@@H](Cc1ccc(N[C@@H](CC(N)NCC(=O)O)C(=O)O)cc1)C(N[C@@H](CS)C(=O)O)N[C@@H](CC(N)=O)C(=O)O)[C@@H](N)CS)C(N[C@H](C(=O)O)C(C)C)N1CCC[C@H]1C(=O)O,0,train,42
402,CCC(C)[C@H](NC(NCC(=O)O)[C@@H]1CCCN1C(N[C@@H](CN[C@@H](Cc1cnc[nH]1)C(=O)O)C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@@H](N)CC(C)C)C(=O)O,0,train,42
403,CSCC[C@H](N)C(N[C@@H](CC(N)N[C@@H](CN[C@@H](CC(N)=O)C(=O)O)C(=O)O)C(N[C@@H](CO)C(=O)O)N[C@@H](CCC(N)=O)C(=O)O)N[C@@H](CC(N)N[C@@H](CN[C@H](C(=O)O)C(C)O)C(N[C@@H](CCC(N)=O)C(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(N[C@@H](CC(C)C)C(N[C@@H](C)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CS)C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0,train,42
404,CCC(C)[C@H](NC(N[C@@H](CO)C(=O)O)[C@H](CN[C@@H](CCC(=O)O)C(=O)O)NC(N[C@@H](CC(N)NCC(=O)O)C(O)N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](N)CN[C@@H](C(C)C)C(N[C@H](C(=O)O)C(C)CC)N1CCC[C@H]1C(=O)O)C(=O)O,0,train,42
405,CCC(C)[C@H](NC(N[C@H](C(=O)O)C(C)C)[C@@H](NC(N[C@@H](C)C(N[C@@H](C)C(=O)O)N[C@@H](CCC(=O)O)C(=O)O)[C@H](CN[C@@H](CN[C@H](C(=O)O)C(C)C)C(N[C@H](C(=O)O)C(C)C)N1CCC[C@H]1C(=O)O)NC(N[C@@H](C(C)C)C(N[C@@H](Cc1cnc[nH]1)C(=O)O)N[C@@H](CCCCN)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](CC(C)C)C(=O)O)[C@H](CC(C)C)NC(CN)N[C@@H](Cc1ccccc1)C(NCC(N[C@@H](Cc1cnc[nH]1)C(=O)O)N1CCC[C@H]1C(=O)O)N[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C(=O)O)N[C@@H](CC(C)C)C(=O)O)C(C)C)C(=O)O,0,train,42
406,CCC(C)[C@H](NC(C)[C@H](NC(N[C@@H](CC(N)N[C@@H](CC(NCC(=O)O)N[C@@H](CCCCN)C(=O)O)C(NCC(=O)O)N[C@H](C(=O)O)C(C)C)C(N[C@@H](C)C(N[C@@H](CC(C)C)C(=O)O)N[C@H](C(=O)O)C(C)O)N[C@@H](Cc1c[nH]c2ccccc12)C(N[C@@H](CC(C)C)C(=O)O)N[C@H](C(=O)O)C(C)O)[C@H](CC(C)C)NC(CN)N[C@@H](CC(C)C)C(N[C@@H](CCCCN)C(NCC(=O)O)N[C@@H](C)C(=O)O)N[C@@H](Cc1ccccc1)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](C)C(O)N[C@@H](CS)C(=O)O)C(N[C@@H](C(C)CC)C(N[C@@H](CO)C(=O)O)N[C@@H](CCCCN)C(=O)O)N[C@@H](CN[C@@H](CCCCN)C(=O)O)C(N[C@@H](CC(=O)O)C(=O)O)N[C@@H](CC(C)C)C(=O)O)C(N[C@@H](CO)C(=O)O)N[C@@H](CS)C(=O)O,0,train,42
407,CCC(C)[C@H](NC(N[C@@H](C(C)C)C(O)N[C@@H](CC(C)C)C(=O)O)[C@@H]1CCCN1C(N[C@@H](CCCNC(=N)N)C(N[C@@H](C)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@H](C(=O)O)C(C)O)N[C@@H](CC(C)C)C(NCC(=O)O)N[C@@H](CCCCN)C(=O)O)[C@@H](N)Cc1ccccc1)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@H](C(=O)O)C(C)O,0,train,42
408,N=C(N)NCCC[C@H](NC([C@H](Cc1ccccc1)NC(N[C@@H](Cc1ccc(N[C@@H](CCC(N)NCC(=O)O)C(=O)O)cc1)C(N[C@@H](CS)C(=O)O)N[C@@H](CC(N)=O)C(=O)O)[C@@H](N)CS)N1CCC[C@H]1C(=O)O)C(=O)O,0,val,42
409,CCC(C)[C@H](NC(CC[C@H](NC[C@H](N)C(N[C@@H](CCC(N[C@@H](CC(C)C)C(N[C@@H](C)C(=O)O)N[C@@H](CCC(N)=O)C(=O)O)N[C@@H](CC(N[C@@H](C)C(=O)O)N[C@@H](CCC(=O)O)C(=O)O)C(N[C@@H](CCC(N)=O)C(=O)O)N[C@@H](CC(C)C)C(=O)O)C(N[C@@H](C(C)N[C@@H](CCC(N)=O)C(=O)O)C(N[C@@H](C)C(=O)O)N[C@@H](Cc1cnc[nH]1)C(=O)O)N[C@@H](Cc1ccccc1)C(N[C@@H](CO)C(=O)O)N[C@@H](CC(N)=O)C(=O)O)N1CCC[C@H]1C(N[C@@H](Cc1cnc[nH]1)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CC(C)C)C(N[C@@H](CCSC)C(=O)O)N[C@@H](CC(C)C)C(=O)O)C(N[C@@H](CC(C)C)C(N[C@@H](C)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CN[C@@H](CC(C)C)C(=O)O)C(N[C@@H](CCSC)C(=O)O)N[C@@H](CCC(=O)O)C(=O)O)N1CCC[C@H]1C(N[C@@H](CCCNC(=N)N)C(O)N[C@H](C(=O)O)C(C)CC)N[C@@H](CC(C)C)C(N[C@@H](CCC(=O)O)C(=O)O)N[C@H](C(=O)O)C(C)CC)C(N[C@@H](CCC(=O)O)C(=O)O)N[C@H](C(=O)O)C(C)C,0,train,42
410,CCC(C)[C@H](NC(N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@H](CCC(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1cnc[nH]1)C(=O)O)NC(N[C@@H](CC(N[C@@H](CC(N)=O)C(=O)O)N[C@@H](CC(C)C)C(=O)O)C(N[C@H](C(=O)O)C(C)O)N[C@H](C(=O)O)C(C)CC)[C@H](CCCCN)NC(N[C@@H](CN[C@@H](CC(N)N[C@@H](C)C(=O)O)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(NCC(N[C@@H](C)C(=O)O)N[C@@H](CC(C)C)C(=O)O)N1CCC[C@H]1C(N[C@@H](CO)C(=O)O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@@H](N)Cc1ccc(N2CCC[C@H]2C(N[C@@H](CC(N[C@@H](C)C(=O)O)N[C@@H](CCC(=O)O)C(=O)O)C(N[C@@H](CC(=O)O)C(=O)O)N[C@@H](CC(C)C)C(=O)O)N2CCC[C@H]2C(N[C@@H](C)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CCC(N)=O)C(=O)O)N2CCC[C@H]2C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)cc1)C(=O)O,0,val,42
411,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC3=CC=C(C=C3)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]4CSSC[C@H]5C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N5)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]6CCCN6C(=O)[C@H](CC(C)C)NC(=O)[C@@H]7CCCN7C(=O)C8CCC(=O)N8)C(=O)N[C@H](C(=O)N4)CO)[C@@H](C)O)CCCCN)CCC(=O)N)CCCNC(=N)N,0,train,42
412,CSCC[C@H](NC(C[C@H](NC(C[C@H](N)C(N[C@@H](CCSC)C(N[C@@H](Cc1ccccc1)C(=O)O)N[C@H](C(=O)O)C(C)C)N[C@@H](CC(C)C)C(N[C@@H](CCCNC(=N)N)C(=O)O)N1CCC[C@H]1C(=O)O)N[C@@H](Cc1ccccc1)C(N[C@@H](CS)C(N[C@@H](CCC(N)=O)C(=O)O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)N[C@@H](CCCNC(=N)N)C(N[C@@H](CS)C(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(NCC(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CC(C)C)C(=O)O)C(=O)O,0,train,42
413,CC[C@H](C)[C@@H](C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]4CCCN4C(=O)[C@@H]5CCCN5C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)N  ,0,train,42
414,O=C(O)[C@@H]2NC(=O)[C@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(SSC2(C)C)(C)C)Cc3ccccc3,0,train,42
415,O=C(N)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(N)Cc1ccc(O)cc1)C(O)C)Cc2ccccc2)CC(C)C)CO,0,train,42
416,CCC(C)[C@H](NC(CNC(N[C@@H](Cc1ccccc1)C(N[C@@H](CCCNC(=N)N)C(=O)O)N1CCC[C@H]1C(=O)O)[C@@H](N)Cc1ccc(NCC(N[C@@H](CCCNC(=N)N)C(O)N[C@@H](CCCCN)C(=O)O)N[C@@H](CC(C)C)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](CC(C)C)C(=O)O)cc1)N[C@@H](CCCNC(=N)N)C(=O)O)C(=O)O,0,test,42
417,CC(C)C[C@H](NC(O)[C@H](C)Nc1ccc(C[C@H](N)C(NCC(=O)O)N[C@@H](Cc2ccccc2)C(=O)O)cc1)C(=O)O,0,train,42
418,N=C(N)NCCC[C@H](Nc1ccc(C[C@H](N)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](Cc2ccccc2)C(=O)O)cc1)C(=O)O,0,train,42
419,C[C@H](NC(N[C@@H](CCCNC(=N)N)C(=O)O)[C@H](CCCNC(=N)N)Nc1ccc(C[C@H](N)C(N[C@@H](CO)C(=O)O)N[C@@H](Cc2ccccc2)C(=O)O)cc1)C(=O)O,0,train,42
420,CC(C)C[C@H](N)C(N[C@@H](Cc1cnc[nH]1)C(=O)O)N[C@@H](CC(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0,train,42
421,NCCCC[C@H](NC[C@H](N)C(N[C@@H](CC(=O)O)C(=O)O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(O)N[C@@H](CC(N)=O)C(=O)O,0,train,42
422,CCC(C)[C@H](NC(N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@H](CC(C)C)NC(N[C@@H](CC(C)C)C(O)N[C@H](C(=O)O)C(C)O)[C@H](Cc1c[nH]c2ccccc12)NC(CN)N[C@@H](CC(C)C)C(N[C@@H](CC(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(N[C@@H](C)C(=O)O)N[C@@H](Cc1cnc[nH]1)C(=O)O)N[C@@H](CCC(N[C@@H](CC(N)=O)C(=O)O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(N[C@@H](CC(N)=O)C(=O)O)N[C@H](C(=O)O)C(C)CC)C(=O)O,0,train,42
423,CSCC[C@H](NC(N[C@@H](Cc1ccccc1)C(=O)O)[C@H](Cc1c[nH]c2ccccc12)NC(N)C[C@H](NC(CN)N[C@@H](CC(C)C)C(NCC(=O)O)N[C@@H](Cc1cnc[nH]1)C(=O)O)C(N[C@@H](C)C(=O)O)N[C@H](C(=O)O)C(C)O)C(=O)O,0,train,42
424,NCCCC[C@H](NC(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](N)CS)C(N[C@@H](CC(=O)O)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O,0,train,42
425,CC(C)C[C@H](NC(N[C@@H](CCCNC(=N)N)C(=O)O)[C@H](CC(N)N[C@H](C(=O)O)C(C)O)NC(N[C@@H](CCCNC(=N)N)C(N[C@@H](Cc1cnc[nH]1)C(=O)O)N[C@H](C(=O)O)C(C)O)[C@H](CC(C)C)NC(N[C@@H](C(C)N[C@@H](Cc1cnc[nH]1)C(N[C@@H](CCCNC(=N)N)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CC(N)=O)C(=O)O)N[C@@H](CCCNC(=N)N)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1cnc[nH]1)C(=O)O)C(N[C@@H](C(C)N[C@@H](CCCNC(=N)N)C(=O)O)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1cnc[nH]1)C(N[C@@H](CCCNC(=N)N)C(=O)O)N1CCC[C@H]1C(=O)O)[C@@H]1CCCN1)C(=O)O,0,train,42
